BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
H001068,2019 HON. JARED HUFFMAN,INTERN ALLOWANCES,OFFICE TOTALS:,8486.66,5500
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5347.59,2666.92
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,744648.63,256992.06
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,49869.87,17090.01
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,66521.79,25405.26
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2598.4,1226.81
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27595,9935
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12670.26,1739.82
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1980,660
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,911231.54,315715.88
H001058,2019 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,911231.54,315715.88
H001058,2019 HON. BILL HUIZENGA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11701.83,7041.66
H001058,2019 HON. BILL HUIZENGA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11701.83,7041.66
H001058,2019 HON. BILL HUIZENGA,INTERN ALLOWANCES,OFFICE TOTALS:,11701.83,7041.66
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1498.28,467.14
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,689127.13,227527.79
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,54112.65,25418.11
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,76150.61,27707.95
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2064.54,585.17
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26482.22,6284.61
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9491,3775.29
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2801.21,1633.73
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,861727.64,293399.79
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,861727.64,293399.79
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31934.9,2672.33
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,733292.58,241794.42
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,55912.8,16618.45
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54974.19,15103.98
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33565.45,24734.39
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24667.56,7512.48
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,27382.98,6597.53
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3889.53,1296.51
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,965619.99,316330.09
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,965619.99,316330.09
H001073,2019 HON. WILL HURD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11650,5450
H001073,2019 HON. WILL HURD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11650,5450
H001073,2019 HON. WILL HURD,INTERN ALLOWANCES,OFFICE TOTALS:,11650,5450
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1041.93,406.21
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,591146.13,209550
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,73368.05,29595.28
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,148788.65,52466.92
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3871.7,499.85
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,89786.8,27862.09
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24854.81,7600.14
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1198.5,372
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,934056.57,328352.49
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,934056.57,328352.49
J000032,2019 HON. SHEILA JACKSON LEE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6060,6060
J000032,2019 HON. SHEILA JACKSON LEE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6060,6060
J000032,2019 HON. SHEILA JACKSON LEE,INTERN ALLOWANCES,OFFICE TOTALS:,6060,6060
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,80.17,32.93
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,796426.71,248400.01
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,36716.19,13613.54
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,84623.75,31319.65
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3877.38,1907.7
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24785.31,6986.31
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8144.79,2025.74
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3793.48,708
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,958447.78,304993.88
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,958447.78,304993.88
J000298,2019 HON. PRAMILA JAYAPAL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12776.67,9673.34
J000298,2019 HON. PRAMILA JAYAPAL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,12776.67,9673.34
J000298,2019 HON. PRAMILA JAYAPAL,INTERN ALLOWANCES,OFFICE TOTALS:,12776.67,9673.34
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21955.96,555.58
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,743820.74,248261.09
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27251.47,7903.13
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,149655.65,52712.5
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26221.13,3062.43
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18513.68,6534.68
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22094.31,3959.58
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3607.06,915
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1013120,323903.99
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1013120,323903.99
J000294,2019 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15920,7393.33
J000294,2019 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15920,7393.33
J000294,2019 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,OFFICE TOTALS:,15920,7393.33
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2942.63,1969.76
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,739189.05,248624.95
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,51341.53,18323.82
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,88986.14,25350.18
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2282.39,1775.24
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,40112.23,14374.49
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15901.6,6894.85
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1119.01,411
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,941874.58,317724.29
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,941874.58,317724.29
J000292,2019 HON. BILL JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9466.65,6666.66
J000292,2019 HON. BILL JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9466.65,6666.66
J000292,2019 HON. BILL JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,9466.65,6666.66
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16994.43,13352.31
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,685680.43,235222.19
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,50245.72,22293.63
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,52984.26,15633.37
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12735.77,9793.74
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29813.7,11285
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18803.23,2018.59
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7033.3,2931.1
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,874290.84,312529.93
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,874290.84,312529.93
J000301,2019 HON. DUSTY JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10900.03,6033.36
J000301,2019 HON. DUSTY JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10900.03,6033.36
J000301,2019 HON. DUSTY JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,10900.03,6033.36
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,452.11,335.15
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,531282.22,175911.11
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,62207.81,23550.59
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,149279.68,57351.65
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4548.64,1734.97
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30547.08,10780.71
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12605.98,2811.89
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1479.57,237.3
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,792403.09,272713.37
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,792403.09,272713.37
J000126,2019 HON. EDDIE BERNICE JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1178.55,1178.55
J000126,2019 HON. EDDIE BERNICE JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1178.55,1178.55
J000126,2019 HON. EDDIE BERNICE JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,1178.55,1178.55
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,184.69,115.02
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,758113.86,253482.27
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28195.95,11229.86
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,94927.86,39378.76
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15669.42,4160.01
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43770.76,14897.8
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15900.36,5779.56
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8588.86,3817.36
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,965351.76,332860.64
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,965351.76,332860.64
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,PERSONNEL COMPENSATION,5141.56,3328.22
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5141.56,3328.22
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,OFFICE TOTALS:,5141.56,3328.22
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18894.86,17627.4
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,768762.72,312032.07
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,60194.38,24135.6
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34275.07,13399.55
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12037.59,10769.66
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30861,10287
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22700.67,2792.71
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6166.45,3086.1
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,953892.74,394130.09
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,953892.74,394130.09
J000299,2019 HON. MIKE JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13376.43,8374.26
J000299,2019 HON. MIKE JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13376.43,8374.26
J000299,2019 HON. MIKE JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,13376.43,8374.26
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,199.21,11.16
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,522456.2,132761.13
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3361.36,527.3
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36601.79,12836.69
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,96,0
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33930,10760
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7924.47,196.97
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,21973.68,801
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,626542.71,157894.25
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,626542.71,157894.25
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1414.8,253.39
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,733297.64,245749.43
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38661.22,12280.34
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36943.53,14924.52
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,574.5,143.61
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20785.15,7088.75
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7042.22,1077.83
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,867.11,53.4
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,839586.17,281571.27
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,839586.17,281571.27
J000289,2019 HON. JIM JORDAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9027.76,4044.44
J000289,2019 HON. JIM JORDAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9027.76,4044.44
J000289,2019 HON. JIM JORDAN,INTERN ALLOWANCES,OFFICE TOTALS:,9027.76,4044.44
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8889.47,3909.27
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,604914.01,189710.19
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38766.1,20162.58
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49425.24,17435.29
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7409.93,263.95
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29699.46,10272.28
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9549.44,4301.65
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5258.65,3444
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,753912.3,249499.21
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,753912.3,249499.21
J000295,2019 HON. DAVID P. JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,20000,10095.5
J000295,2019 HON. DAVID P. JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,20000,10095.5
J000295,2019 HON. DAVID P. JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,20000,10095.5
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,491.67,107.81
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,550918.94,195107.81
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32280.82,6420.4
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49371.89,16336.17
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8848.18,2067.66
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31618.62,10558.62
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23903.24,5448.24
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1542.3,-281.5
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,698975.66,235765.21
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,698975.66,235765.21
J000302,2019 HON. JOHN JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9151.84,4186.71
J000302,2019 HON. JOHN JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9151.84,4186.71
J000302,2019 HON. JOHN JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,9151.84,4186.71
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1452.71,567.57
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,644894.36,221166.63
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45089.27,18097.94
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,67938.06,23629.79
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,14202.08,12017.5
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29397.5,11580
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13783.41,4749.93
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5081.6,2081.6
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,821838.99,293890.96
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,821838.99,293890.96
K000009,2019 HON. MARCY KAPTUR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,600,600
K000009,2019 HON. MARCY KAPTUR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,600,600
K000009,2019 HON. MARCY KAPTUR,INTERN ALLOWANCES,OFFICE TOTALS:,600,600
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,57109.87,16978.21
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,620932.03,225718.09
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29771.3,6727.49
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,67793.74,24741.23
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,53721.71,15861.42
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31525,10425
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3560.39,822.37
