BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22912.54,13797.73
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31844.14,16174.26
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,83907.28,67617.83
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11005.22,6190.22
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5770.43,3239.15
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2507.66,1315.67
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,693052.97,428746.03
M001199,2018 HON. BRIAN J. MAST,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,693052.97,428746.03
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,335.38,98.56
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,446309.36,229886.1
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23613.06,16684.6
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54587.03,32540.77
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1132.5,1017.5
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14827.62,8918.81
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3703.4,1530.16
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1993.98,996.99
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,546502.33,291673.49
M001163,2018 HON. DORIS MATSUI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,546502.33,291673.49
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4101.75,3282.19
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,443683.33,232500
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16616.55,10153.97
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48483.55,25774.21
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6061.29,3461.63
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26313.97,12771.01
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11201.87,4278.51
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1893.22,996.61
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,558355.53,293218.13
M001165,2018 HON. KEVIN MCCARTHY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,558355.53,293218.13
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2218.96,1611.02
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,437092.95,218342.71
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26261.8,20375.94
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50424.02,30428.82
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1859.9,1748.3
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10646.83,6796
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7447.06,3744.5
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,935.76,467.88
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,536887.28,283515.17
M001157,2018 HON. MICHAEL T. MCCAUL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,536887.28,283515.17
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1561.98,1278.56
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,458409.98,236583.32
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22265.52,15683.61
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56564.84,24385.43
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,69.9,69.9
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11811.96,6136.36
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16800.13,4448.46
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2327.32,1161.96
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,569811.63,289747.6
M001177,2018 HON. TOM MCCLINTOCK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,569811.63,289747.6
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,715.81,409.54
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,464330.56,239246.04
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16068.48,12076.85
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43465.53,25692.67
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1155.26,928.35
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10594.5,6069
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13965.08,6937.66
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2449.57,615.31
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,552744.79,291975.42
M001143,2018 HON. BETTY MCCOLLUM,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,552744.79,291975.42
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,380.61,243.45
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,435154.11,219564.85
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4550.51,2576.78
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23365.41,13865.3
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1232.38,280.28
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9345,5625
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1964.26,865.32
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1527.54,763.77
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,477519.82,243784.75
M001200,2018 HON. A. DONALD MCEACHIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,477519.82,243784.75
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1031.1,791.59
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,499191.63,250347.21
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3919.49,2141.43
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62095.09,28892.47
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,577.31,467.41
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28745,8155
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14360.91,7804.32
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,17239.33,15253.03
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,627159.86,313852.46
M000312,2018 HON. JAMES P. MCGOVERN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,627159.86,313852.46
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2521.68,1799.28
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,464740.44,239395.36
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9143.69,6199.8
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18071.69,11181.8
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,870.03,677.85
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8978.24,5355
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5318.39,3149.54
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,535.9,263.04
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,510180.06,268021.67
M001156,2018 HON. PATRICK T. MCHENRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,510180.06,268021.67
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,27475.49,675.72
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,432214.37,219019.42
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18531.83,12739.11
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30762.27,18880.47
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29388.59,1310.38
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24057.5,11490
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6173.66,3746.37
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,542.4,271.2
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,569146.11,268132.67
M001180,2018 HON. DAVID B. MCKINLEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,569146.11,268132.67
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19074.26,18731.84
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,477183.97,243520.73
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,35995.6,23334.54
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54049.47,32370.78
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47660.8,45755.66
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17571.91,10076
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13000.71,8650.19
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4315.29,3631.89
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,668852.01,386071.63
R000373,2018 HON. CATHY MCMORRIS RODGERS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,668852.01,386071.63
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19203.39,19033.35
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,449884.85,235472.32
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21384.66,14277.94
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43164.68,29458.21
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16345.14,16075
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11544,5580
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3438.25,2050.23
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1249.46,659
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,566214.43,322606.05
M001166,2018 HON. JERRY MCNERNEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,566214.43,322606.05
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37198.92,36799.44
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,461939.31,252597.19
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19552.16,13014.91
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24760.29,14076.38
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20371.17,20240.5
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9433.27,5601.14
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3037.3,1485.26
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1593,796.5
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,577885.42,344611.32
M001197,2018 HON. MARTHA MCSALLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,577885.42,344611.32
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2696.84,1898.99
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,485552.97,247565.02
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,24984.72,16219.08
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17860.1,11124.47
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,732.86,533.11
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9496.4,5776.4
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5765.01,3879.84
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2492.3,1276.8
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,549581.2,288273.71
M001187,2018 HON. MARK MEADOWS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,549581.2,288273.71
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,930.69,871.75
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,420288.95,192041.22
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4132.35,2975.65
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28357.15,16868.53
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,615.99,85.29
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9300,5580
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2276.65,909.55
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1592.4,796.2
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,467494.18,220128.19
M001181,2018 HON. PATRICK MEEHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,467494.18,220128.19
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,63.26,72.1
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,427361.98,220248.26
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8077.03,3251.04
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,107028.3,62721.57
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,490.3,258.15
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10826.29,6458.29
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7669.52,5192.01
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1856.16,928.08
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,563372.84,299129.5
M001137,2018 HON. GREGORY W. MEEKS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,563372.84,299129.5
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,44.52,-45.21
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,517230.89,264214.23
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8736.41,6873.75
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69620.32,36664.95
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2858.92,1981.12
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12300,7380
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10319.05,6001.44
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1038.61,498.37
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,622148.72,323568.65
M001188,2018 HON. GRACE MENG,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,622148.72,323568.65
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,67697.98,1055.84
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,424405.08,215830.11
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17218.82,14766.91
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29148.75,15851.94
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,56725.47,3572.68
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12738.43,7614
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1577.43,1104.1
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2808,1404
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,612319.96,261199.58
M001189,2018 HON. LUKE MESSER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,612319.96,261199.58
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,45269.73,45069.63
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,427855.57,215818.01
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8033.96,5265.93
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37196.47,21998.84
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,103693.18,98609.7
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9528,5580
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4821.8,3313.62
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5894.19,4334.61
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,642292.9,399990.34
M001201,2018 HON. PAUL MITCHELL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,642292.9,399990.34
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32575.45,1514.25
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,441048.62,222316.15
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22219.68,16189.15
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32651.53,22932.65
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,53635.03,51972.18
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9300,5580
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7394.61,3853.89
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2735.04,1367.52
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,601559.96,325725.79
M001194,2018 HON. JOHN R. MOOLENAAR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,601559.96,325725.79
M001195,2018 HON. ALEXANDER X. MOONEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,57725,5838.81
M001195,2018 HON. ALEXANDER X. MOONEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,329333.05,169711.14
M001195,2018 HON. ALEXANDER X. MOONEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22899.04,16007.21
M001195,2018 HON. ALEXANDER X. MOONEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36631.27,16994.76
M001195,2018 HON. ALEXANDER X. MOONEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,48056.98,1286.63
M001195,2018 HON. ALEXANDER X. MOONEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9300,5580
