BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
H000324,HON. ALCEE L. HASTINGS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,586859.13,300088.98
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,988.02,874.07
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,502379.19,263374.97
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21744.67,13626.66
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28957.65,15696.05
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4923.22,4143.3
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12771.15,6300.7
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4854.07,2854.51
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,513,256.5
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,577130.97,307126.76
H001064,HON. DENNY HECK,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,577130.97,307126.76
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1658.61,955.66
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,444757.14,215434.47
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19072.87,13646.42
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42445.14,27387.62
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,639.86,539.24
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11554.35,5355
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16718.57,6108.08
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1716,858
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,538562.54,270284.49
H001036,HON. JEB HENSARLING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,538562.54,270284.49
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1160.77,836.23
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,451267.71,236333.31
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40981.6,21817.39
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43306.6,31625.16
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1548.98,173.48
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21027.93,6857.44
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12527.52,2046.4
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1447,811
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,573268.11,300500.41
H001056,HON. JAIME HERRERA BEUTLER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,573268.11,300500.41
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17737.82,17385.14
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,385948.8,200486.1
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12439.65,11190.12
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27303.6,12266.42
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16793.13,15631.33
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13325,7482
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3110.52,1828.79
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1517.48,760.74
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,478176,267030.64
H001071,HON. JODY B. HICE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,478176,267030.64
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1246.39,912.13
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,538136.1,273000
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8890.77,4626.32
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44267.93,22766.35
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1363.34,702.95
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20538,14595
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3167.99,1742.01
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1105,625
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,618715.52,318969.76
H001038,HON. BRIAN HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,618715.52,318969.76
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,796.45,753.18
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,353243.09,201518.07
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21801.02,13837.32
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31444.99,23987.01
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1817.75,1796.25
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34726.83,19611.16
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6880.2,4852.48
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19646.25,12039.41
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,470356.58,278394.88
H001077,HON. CLAY HIGGINS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,470356.58,278394.88
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1649.72,1080.4
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,404988.37,190447.31
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26136.75,17245.79
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58398.2,32367.3
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2202.81,1974.26
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27851.01,16085.87
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23720.85,10382.82
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1286.22,641.77
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,546233.93,270225.52
H001072,HON. J. FRENCH HILL,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,546233.93,270225.52
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,866.71,557.35
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,454667.74,232163.31
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14064.33,8618.28
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42863.9,21795.45
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1090.86,686.01
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14043.15,7968.42
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4357.23,2691.07
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,980.53,480.99
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,532934.45,274960.88
H001047,HON. JAMES A. HIMES,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,532934.45,274960.88
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,514.53,513.06
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,447891.65,232836.08
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6263.35,5290.34
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33742.39,15619.77
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10113.23,3383.17
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25235.15,11998.76
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22515.84,6205.73
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,680.4,340.2
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,546956.54,276187.11
H001065,HON. GEORGE HOLDING,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,546956.54,276187.11
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,27192.72,26221.01
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,328414.41,176024.98
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20116.3,15837.74
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28538.23,15797.75
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27625.59,26856.09
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17646.53,8817.5
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10951.59,3769.75
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2966.89,379.55
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,463452.26,273704.37
H001074,HON. TREY HOLLINGSWORTH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,463452.26,273704.37
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,344.55,329.79
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,457554.88,236374.37
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1007.1,1007.1
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,74947.83,41288.68
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,194.8,191.6
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25117.32,11448.66
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5465.65,2433.87
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1394.16,697.08
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,566026.29,293771.15
H000874,HON. STENY H. HOYER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,566026.29,293771.15
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1672.96,1152.72
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,411938.89,206105.58
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23339.21,17405.65
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40280.18,20718.51
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5471.72,3784.08
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24658.62,8164.81
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16985.87,3614.48
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,524347.45,260945.83
H001067,HON. RICHARD HUDSON,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,524347.45,260945.83
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,936.12,485.46
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,485210.47,255170.8
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19562.62,11512.16
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58477.66,30416.76
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1812.02,881.1
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11387,5733.5
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5408.5,3372.76
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1114.2,557.1
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,583908.59,308129.64
H001068,HON. JARED HUFFMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,583908.59,308129.64
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2956.83,1722.25
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,460563.05,238846.47
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40065.93,30395.95
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43769.25,19523.84
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2546.07,837.5
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18697.89,10580.89
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4129.7,1648.22
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5970.12,4640.52
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,578698.84,308195.64
H001058,HON. BILL HUIZENGA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,578698.84,308195.64
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6801.13,6742.96
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,426422.14,206408.32
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19184.7,12737.44
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28263.29,16994.1
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7450.92,7386.92
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24210.38,14205.38
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17252.78,14806.11
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3125,0
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,532710.34,279281.23
H001059,HON. RANDY HULTGREN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,532710.34,279281.23
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1072.57,763.08
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,453464,226497.28
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26819.14,13815.37
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48202.67,24517.15
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,900.32,270.87
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19074,10195
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8946.81,4636.1
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1927.98,1344.24
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,560407.49,282039.09
H001048,HON. DUNCAN HUNTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,560407.49,282039.09
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3184.35,2980.04
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,479602.75,244291.62
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19093.19,7376.08
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42648.91,28623.13
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8580.48,7821.06
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15527,5583
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15290.09,3087.44
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19596.81,11040.09
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,603523.58,310802.46
H001073,HON. WILL HURD,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,603523.58,310802.46
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,35123.45,22346.32
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,402346.67,198804.92
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22904.77,12580.18
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,47032.26,26782.5
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23177.84,12746.96
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25631.56,12239.6
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5774.03,4117.65
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3609.6,304.8
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,565600.18,289922.93
I000056,HON. DARRELL E. ISSA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,565600.18,289922.93
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,128.15,128.15
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,402417.72,208869.69
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42159.57,27859.59
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,81650.29,43632.9
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5708.1,2024.6
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20209.94,7789.97
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19415.71,13484.48
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2266.5,1260.44
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,573955.98,305049.82
J000032,HON. SHEILA JACKSON LEE,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,573955.98,305049.82
