BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
L000491,HON. FRANK D. LUCAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5190.16,5190.16
L000491,HON. FRANK D. LUCAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1673.52,1673.52
L000491,HON. FRANK D. LUCAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,360,360
L000491,HON. FRANK D. LUCAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,277588.27,277588.27
L000491,HON. FRANK D. LUCAS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,277588.27,277588.27
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,815.51,815.51
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234405.49,234405.49
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5053.92,5053.92
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17048.94,17048.94
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,319.24,319.24
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12478.15,12478.15
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4218.91,4218.91
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,138,138
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,274478.16,274478.16
L000569,HON. BLAINE LUETKEMEYER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,274478.16,274478.16
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-24.85,-24.85
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,243997.25,243997.25
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5966.13,5966.13
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16367.26,16367.26
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,89.6,89.6
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10290.18,10290.18
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6562.83,6562.83
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,900,900
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,284148.4,284148.4
L000580,HON. MICHELLE LUJAN GRISHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,284148.4,284148.4
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,187.92,187.92
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242906.11,242906.11
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7710.58,7710.58
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13892.44,13892.44
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11850.52,11850.52
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1119.47,1119.47
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,879,879
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,278546.04,278546.04
L000570,HON. BEN RAY LUJAN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,278546.04,278546.04
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-32.95,-32.95
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241963.9,241963.9
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1730.93,1730.93
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34835.76,34835.76
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27.8,27.8
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10425,10425
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1475.57,1475.57
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,355.95,355.95
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,290781.96,290781.96
L000562,HON. STEPHEN F. LYNCH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,290781.96,290781.96
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1073.64,1073.64
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,194108.26,194108.26
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7379.8,7379.8
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13828.6,13828.6
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,319.57,319.57
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005,10005
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1833.8,1833.8
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1332.87,1332.87
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,229881.54,229881.54
M001193,HON. THOMAS MACARTHUR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,229881.54,229881.54
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,427.63,427.63
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,264397.21,264397.21
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4729.07,4729.07
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3778.77,3778.77
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,636,636
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8900.04,8900.04
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3732.74,3732.74
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,510,510
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,287111.46,287111.46
M000087,HON. CAROLYN B. MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,287111.46,287111.46
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1412.38,1412.38
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217541.09,217541.09
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5820,5820
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10163.45,10163.45
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,861.42,861.42
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10333,10333
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3486.56,3486.56
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,249617.9,249617.9
M001185,HON. SEAN PATRICK MALONEY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,249617.9,249617.9
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,130.62,130.62
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,202185.11,202185.11
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12032.5,12032.5
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21341.64,21341.64
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,516,516
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18304.79,18304.79
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3103.22,3103.22
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1284,1284
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,258897.88,258897.88
M001158,HON. KENNY MARCHANT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,258897.88,258897.88
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,192.28,192.28
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,199637.55,199637.55
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3815.1,3815.1
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19574.43,19574.43
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,595.09,595.09
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17382,17382
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1107.09,1107.09
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,456.99,456.99
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,242760.53,242760.53
M001179,HON. TOM MARINO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,242760.53,242760.53
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,10586.05,10586.05
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,162147.77,162147.77
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21892.07,21892.07
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10885.2,10885.2
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1790.9,1790.9
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15181.9,15181.9
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18208.61,18208.61
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12578.23,12578.23
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,253270.73,253270.73
M001198,HON. ROGER W. MARSHALL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,253270.73,253270.73
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,826.26,826.26
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,288558.43,288558.43
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7896.34,7896.34
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,9817.17,9817.17
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4494.63,4494.63
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5355,5355
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13750.75,13750.75
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,165,165
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,330863.58,330863.58
M001184,HON. THOMAS MASSIE,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,330863.58,330863.58
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,41.08,41.08
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,166497.33,166497.33
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7195.92,7195.92
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,9187.2,9187.2
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4053.74,4053.74
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005,10005
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8717.12,8717.12
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1791.87,1791.87
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,207489.26,207489.26
M001199,HON. BRIAN J. MAST,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,207489.26,207489.26
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,431.94,431.94
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,229839.35,229839.35
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5270.22,5270.22
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30317.54,30317.54
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,366.57,366.57
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12703.23,12703.23
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,410.81,410.81
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,831.44,831.44
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,280171.1,280171.1
M001163,HON. DORIS MATSUI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,280171.1,280171.1
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,454.85,454.85
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208316.65,208316.65
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1386.22,1386.22
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22205.91,22205.91
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,335.72,335.72
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11427.13,11427.13
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5545.93,5545.93
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1001.81,1001.81
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,250674.22,250674.22
M001165,HON. KEVIN MCCARTHY,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,250674.22,250674.22
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1699.71,1699.71
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,211580.02,211580.02
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10847.81,10847.81
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28253.17,28253.17
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,665.51,665.51
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14834.95,14834.95
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4255.27,4255.27
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,467.88,467.88
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272604.32,272604.32
M001157,HON. MICHAEL T. MCCAUL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272604.32,272604.32
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,740.11,740.11
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242763.54,242763.54
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14249.88,14249.88
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27432.06,27432.06
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,428.31,428.31
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5629.9,5629.9
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3878.82,3878.82
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,638.16,638.16
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,295760.78,295760.78
M001177,HON. TOM MCCLINTOCK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,295760.78,295760.78
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3860.29,3860.29
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234580.58,234580.58
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7051.98,7051.98
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24184.69,24184.69
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,172.8,172.8
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12442.89,12442.89
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7754.21,7754.21
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,811.38,811.38
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,290858.82,290858.82
M001143,HON. BETTY MCCOLLUM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,290858.82,290858.82
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-28.09,-28.09
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,149399.7,149399.7
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10912.15,10912.15
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,461.8,461.8
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5765.32,5765.32
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3708.78,3708.78
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176.27,1176.27
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,171395.93,171395.93
M001200,HON. A. DONALD MCEACHIN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,171395.93,171395.93
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,314.3,314.3
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,229688.85,229688.85
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6231.59,6231.59
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31718.86,31718.86
M000312,HON. JAMES P. MCGOVERN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,462.4,462.4
