BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
L000590,2019 HON. SUSIE LEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14887.75,1130.58
L000590,2019 HON. SUSIE LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1229686.7,334656.74
L000590,2019 HON. SUSIE LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1229686.7,334656.74
L000590,2019 HON. SUSIE LEE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14763.88,0
L000590,2019 HON. SUSIE LEE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14763.88,0
L000590,2019 HON. SUSIE LEE,INTERN ALLOWANCES,OFFICE TOTALS:,14763.88,0
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24121.51,9131.49
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,874107.54,259659.16
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42204,16548.56
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,101412.27,30533.88
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,42607.28,20323.23
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,47379.17,11337
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,28668.96,14534.17
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4072.8,1018.2
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1164573.53,363085.69
L000589,2019 HON. DEBBIE LESKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1164573.53,363085.69
L000589,2019 HON. DEBBIE LESKO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16533.4,3966.66
L000589,2019 HON. DEBBIE LESKO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16533.4,3966.66
L000589,2019 HON. DEBBIE LESKO,INTERN ALLOWANCES,OFFICE TOTALS:,16533.4,3966.66
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26157.18,25162.87
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,962366.89,287512.54
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,49168.51,14459.82
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,74103.34,16464.93
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3034.84,534.93
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43976.88,10539
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25563.65,4866.11
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5984.55,2297.37
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1190355.84,361837.57
L000592,2019 HON. ANDY LEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1190355.84,361837.57
L000592,2019 HON. ANDY LEVIN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18372.41,6983.33
L000592,2019 HON. ANDY LEVIN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18372.41,6983.33
L000592,2019 HON. ANDY LEVIN,INTERN ALLOWANCES,OFFICE TOTALS:,18372.41,6983.33
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,60813.16,19149.93
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,911595.53,308655.7
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,61880.86,26820.49
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,76123.37,21094.22
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,78234.61,23302.36
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,45911.05,10694.45
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,33195.48,9947.26
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15831.36,9690.42
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1283585.42,429354.83
L000593,2019 HON. MIKE LEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1283585.42,429354.83
L000593,2019 HON. MIKE LEVIN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17970.01,7933.33
L000593,2019 HON. MIKE LEVIN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17970.01,7933.33
L000593,2019 HON. MIKE LEVIN,INTERN ALLOWANCES,OFFICE TOTALS:,17970.01,7933.33
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,704.84,29.4
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1036283.25,280660.81
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,63097.48,14701.24
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,170116.13,43095.48
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11761.25,8364.73
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27881.68,6991.79
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31965.96,6581.57
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6106.99,1401
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1347917.58,361826.02
L000287,2019 HON. JOHN LEWIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1347917.58,361826.02
L000287,2019 HON. JOHN LEWIS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13339.99,9560
L000287,2019 HON. JOHN LEWIS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13339.99,9560
L000287,2019 HON. JOHN LEWIS,INTERN ALLOWANCES,OFFICE TOTALS:,13339.99,9560
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26501.53,22240.88
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1096120.52,314400.09
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,46397.47,10104.39
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,143552.53,34912.86
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,45976.7,485.41
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37459.14,9285
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16660.48,5298.44
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14517.37,11367.37
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1427185.74,408094.44
L000582,2019 HON. TED LIEU,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1427185.74,408094.44
L000582,2019 HON. TED LIEU,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17050,8750
L000582,2019 HON. TED LIEU,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17050,8750
L000582,2019 HON. TED LIEU,INTERN ALLOWANCES,OFFICE TOTALS:,17050,8750
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,80342.53,58216.3
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,853531.79,243939.72
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47094.93,18832.71
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,119306.59,32270.32
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,34140.91,15795.06
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29161.19,6790
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22568.06,11550.07
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7117.07,828
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1193263.07,388222.18
L000563,2019 HON. DANIEL LIPINSKI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1193263.07,388222.18
L000563,2019 HON. DANIEL LIPINSKI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10370,0
L000563,2019 HON. DANIEL LIPINSKI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10370,0
L000563,2019 HON. DANIEL LIPINSKI,INTERN ALLOWANCES,OFFICE TOTALS:,10370,0
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1810.85,451.87
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1190745.98,309977.76
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,51499.67,16409.51
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,75559.66,19754.03
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,948,359.7
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27627.1,7795
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3864.41,824.46
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7220.08,2778.77
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1359275.75,358351.1
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1359275.75,358351.1
L000565,2019 HON. DAVID LOEBSACK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15660,5400
L000565,2019 HON. DAVID LOEBSACK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15660,5400
L000565,2019 HON. DAVID LOEBSACK,INTERN ALLOWANCES,OFFICE TOTALS:,15660,5400
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,892.21,195.06
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1130145.93,315885.43
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,32094.47,8676.77
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,105710.11,30988.48
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3632.37,95.35
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,54421.96,13301.96
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13201.69,3308.15
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13050.95,9349.3
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1353149.69,381800.5
L000397,2019 HON. ZOE LOFGREN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1353149.69,381800.5
L000397,2019 HON. ZOE LOFGREN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11285,11285
L000397,2019 HON. ZOE LOFGREN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11285,11285
L000397,2019 HON. ZOE LOFGREN,INTERN ALLOWANCES,OFFICE TOTALS:,11285,11285
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1437.2,431.42
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1108669.33,333931.49
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30303.54,4077.56
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,87853,21682.04
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3053.52,278.77
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,50313.75,11252.75
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9587.12,3370.22
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,22140.96,17769.71
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1313358.42,392793.96
L000576,2019 HON. BILLY LONG,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1313358.42,392793.96
L000576,2019 HON. BILLY LONG,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8833.33,6000
L000576,2019 HON. BILLY LONG,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8833.33,6000
L000576,2019 HON. BILLY LONG,INTERN ALLOWANCES,OFFICE TOTALS:,8833.33,6000
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6439.3,81.46
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,927982.81,256905.6
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,71203.24,14508.31
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,107068.38,28455.34
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7543.65,2022.35
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,49831.48,12525.55
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26874.67,14429.6
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8811.09,2070
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1205754.62,330998.21
L000583,2019 HON. BARRY LOUDERMILK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1205754.62,330998.21
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1663.86,191.03
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1117977.74,340912.04
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47596.54,8104.44
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,127203.01,26958.08
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5830.83,1143.87
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,45109.48,11448.48
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15697.59,5149.77
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5475.35,717.96
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1366554.4,394625.67
L000579,2019 HON. ALAN S. LOWENTHAL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1366554.4,394625.67
L000579,2019 HON. ALAN S. LOWENTHAL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11699.99,3256.67
L000579,2019 HON. ALAN S. LOWENTHAL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11699.99,3256.67
L000579,2019 HON. ALAN S. LOWENTHAL,INTERN ALLOWANCES,OFFICE TOTALS:,11699.99,3256.67
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3506.44,872.54
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1044581.52,330111.5
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22893.87,6012.54
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,144697.58,36144.08
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2827.74,230.77
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42884.23,10494
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22406.55,10468.64
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5264.41,1129.5
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1289062.34,395463.57
L000480,2019 HON. NITA N. LOWEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1289062.34,395463.57
L000480,2019 HON. NITA N. LOWEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9780,4800
L000480,2019 HON. NITA N. LOWEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9780,4800
L000480,2019 HON. NITA N. LOWEY,INTERN ALLOWANCES,OFFICE TOTALS:,9780,4800
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,265.33,79.78
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1026661.04,292117.74
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,104301.27,30573.14
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91250.02,22162.54
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3681.16,2889.6
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21150,5400
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15475.62,2962.96
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1787.71,462.54
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1264572.15,356648.3
L000491,2019 HON. FRANK D. LUCAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1264572.15,356648.3
L000491,2019 HON. FRANK D. LUCAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16400,1250
L000491,2019 HON. FRANK D. LUCAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16400,1250
L000491,2019 HON. FRANK D. LUCAS,INTERN ALLOWANCES,OFFICE TOTALS:,16400,1250
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1921.55,451.31
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,952974.86,259844.42
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44501.1,15554.48
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,96071.74,35592.15
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4910.76,277.16
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,49481.87,12887.18
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12024.9,7123.11
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2618.02,393.3
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1164504.8,332123.11
L000569,2019 HON. BLAINE LUETKEMEYER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1164504.8,332123.11
L000569,2019 HON. BLAINE LUETKEMEYER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10209.95,4996.11
L000569,2019 HON. BLAINE LUETKEMEYER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10209.95,4996.11
L000569,2019 HON. BLAINE LUETKEMEYER,INTERN ALLOWANCES,OFFICE TOTALS:,10209.95,4996.11
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,546.25,283.94
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1095566.14,313774.19
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,64253.93,22167.05
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77877.39,19757.45
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1726.96,1027.32
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,48000.42,11827
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4974.61,2749.72
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3510,873
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1296455.7,372459.67
L000570,2019 HON. BEN RAY LUJAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1296455.7,372459.67
L000570,2019 HON. BEN RAY LUJAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16453.33,9290
L000570,2019 HON. BEN RAY LUJAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16453.33,9290
L000570,2019 HON. BEN RAY LUJAN,INTERN ALLOWANCES,OFFICE TOTALS:,16453.33,9290
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2254.36,1080.85
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1019923.18,417203.73
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18819.24,4590.69
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,235,235
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,86692.17,23268.06
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18130.33,15326.82
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43116,10975
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21034.92,4018.81
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15557.52,9514.37
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1225762.72,486213.33
L000591,2019 HON. ELAINE G. LURIA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1225762.72,486213.33
L000591,2019 HON. ELAINE G. LURIA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19876.44,8768.72
L000591,2019 HON. ELAINE G. LURIA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19876.44,8768.72
L000591,2019 HON. ELAINE G. LURIA,INTERN ALLOWANCES,OFFICE TOTALS:,19876.44,8768.72
L000562,2019 HON. STEPHEN F. LYNCH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,517.59,141.95
