BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,276187.28,276187.28
H001048,2019 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,276187.28,276187.28
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5252.3,5252.3
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244218.96,244218.96
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16618.98,16618.98
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17308.04,17308.04
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2203.3,2203.3
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9966.13,9966.13
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16736.14,16736.14
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1296.51,1296.51
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,313600.36,313600.36
H001073,2019 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,313600.36,313600.36
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,195.42,195.42
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,189115.57,189115.57
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17347.82,17347.82
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44575.89,44575.89
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1617.8,1617.8
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41576.92,41576.92
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3519.88,3519.88
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,372,372
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,298321.3,298321.3
J000032,2019 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,298321.3,298321.3
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,12.46,12.46
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,271794.75,271794.75
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13813.11,13813.11
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24596.5,24596.5
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,709.08,709.08
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12089,12089
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2799.09,2799.09
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1377.49,1377.49
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,327191.48,327191.48
J000298,2019 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,327191.48,327191.48
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21067.71,21067.71
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240955.51,240955.51
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9036.51,9036.51
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29116.96,29116.96
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,21322.56,21322.56
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6061.5,6061.5
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12247.13,12247.13
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1777.06,1777.06
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,341584.94,341584.94
J000294,2019 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,341584.94,341584.94
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,89.97,89.97
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,239662.47,239662.47
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11866.32,11866.32
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30386.81,30386.81
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,169.8,169.8
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11987.04,11987.04
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3282.71,3282.71
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,297.01,297.01
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,297742.13,297742.13
J000292,2019 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,297742.13,297742.13
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,358.81,358.81
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,222249.94,222249.94
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8949.59,8949.59
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16738.26,16738.26
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2320.41,2320.41
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9843.7,9843.7
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12763.84,12763.84
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,221.1,221.1
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,273445.65,273445.65
J000301,2019 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,273445.65,273445.65
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-58.91,-58.91
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,170073.89,170073.89
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15777.37,15777.37
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,8814.15,8814.15
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,383.37,383.37
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9828.5,9828.5
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4047.89,4047.89
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,237.3,237.3
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,209103.56,209103.56
J000126,2019 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,209103.56,209103.56
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-13.6,-13.6
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,252827.1,252827.1
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6654.75,6654.75
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19477.09,19477.09
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1209.81,1209.81
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16565.96,16565.96
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5358.57,5358.57
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,987,987
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,303066.68,303066.68
J000288,"2019 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,303066.68,303066.68
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,579.01,579.01
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228911.15,228911.15
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11825.7,11825.7
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,8162.74,8162.74
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,169.35,169.35
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1842.15,1842.15
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,632.64,632.64
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,262409.74,262409.74
J000299,2019 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,262409.74,262409.74
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,148.09,148.09
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,204286.71,204286.71
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2631.5,2631.5
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2335.89,2335.89
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,96,96
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6400,6400
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6542.66,6542.66
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,801,801
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,223241.85,223241.85
J000255,2019 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,223241.85,223241.85
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-106.54,-106.54
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242757.95,242757.95
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8682.45,8682.45
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10594.52,10594.52
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,83.75,83.75
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6611.4,6611.4
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2176.36,2176.36
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,516.86,516.86
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,271316.75,271316.75
J000289,2019 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,271316.75,271316.75
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,574.45,574.45
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208707.18,208707.18
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7075.95,7075.95
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13302.89,13302.89
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5339.6,5339.6
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10091.7,10091.7
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1538.97,1538.97
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,968.59,968.59
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,247599.33,247599.33
J000295,2019 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,247599.33,247599.33
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-51.65,-51.65
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,168488.89,168488.89
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9146.2,9146.2
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11858.91,11858.91
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1669.55,1669.55
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10530,10530
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4148.18,4148.18
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,871.9,871.9
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,206661.98,206661.98
J000302,2019 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,206661.98,206661.98
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,115.16,115.16
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,212727.78,212727.78
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10259.7,10259.7
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21891.79,21891.79
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1369.4,1369.4
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8420,8420
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4903.35,4903.35
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1500,1500
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,261187.18,261187.18
K000009,2019 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,261187.18,261187.18
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,712.96,712.96
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,190827.81,190827.81
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8318.74,8318.74
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20717.8,20717.8
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,349.6,349.6
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10425,10425
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1480.51,1480.51
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,632.25,632.25
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,233464.67,233464.67
K000386,2019 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,233464.67,233464.67
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,253.79,253.79
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,224222.73,224222.73
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7340.47,7340.47
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24772.86,24772.86
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,530.67,530.67
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13441.19,13441.19
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2322.27,2322.27
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,463.2,463.2
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,273347.18,273347.18
K000375,2019 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,273347.18,273347.18
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,903.91,903.91
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237606.98,237606.98
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16433.2,16433.2
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23830.83,23830.83
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2035.97,2035.97
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10375.5,10375.5
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3985.66,3985.66
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2077.99,2077.99
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,297250.04,297250.04
K000376,2019 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,297250.04,297250.04
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19.07,19.07
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,272429.63,272429.63
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18530.5,18530.5
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12195.02,12195.02
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2409.57,2409.57
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,59.85,59.85
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7068.34,7068.34
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1731.49,1731.49
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,314443.47,314443.47
K000385,2019 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,314443.47,314443.47
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,337.17,337.17
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240330.45,240330.45
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8971.22,8971.22
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16975.1,16975.1
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,299.85,299.85
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6556,6556
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1691.83,1691.83
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,664,664
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275825.62,275825.62
K000388,2019 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275825.62,275825.62
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,237.07,237.07
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,258136.06,258136.06
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3902.96,3902.96
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21149.73,21149.73
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,277.5,277.5
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6285,6285
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4356.82,4356.82
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,466.5,466.5
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,294811.64,294811.64
K000379,2019 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,294811.64,294811.64
K000389,2019 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-23.04,-23.04
K000389,2019 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,245650.61,245650.61
K000389,2019 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2480.64,2480.64
