BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
K000394,2019 HON. ANDY KIM,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6390.01,6390.01
K000394,2019 HON. ANDY KIM,INTERN ALLOWANCES,OFFICE TOTALS:,6390.01,6390.01
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1623.47,1186.71
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,447534.48,221799.45
C001092,2019 HON. CHRIS COLLINS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22614.21,16724.01
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25726.9,22258.34
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1832.56,504.25
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10333,6310
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6254.86,3452.65
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1161.76,652.48
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,518105.76,268216.29
K000188,2019 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,518105.76,268216.29
K000188,2019 HON. RON KIND,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2600,2600
K000188,2019 HON. RON KIND,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2600,2600
K000188,2019 HON. RON KIND,INTERN ALLOWANCES,OFFICE TOTALS:,2600,2600
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3450.05,1388.14
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,375100.41,189657.51
S001211,2019 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22471.5,15129.92
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56782.33,28761.14
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1008.38,750.68
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23910,12630
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11337.27,5945.42
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3384.48,1692.24
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,487970,244142.77
K000210,2019 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,487970,244142.77
K000210,2019 HON. PETER T.  KING,INTERN ALLOWANCES,PERSONNEL COMPENSATION,933.33,933.33
K000210,2019 HON. PETER T.  KING,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,933.33,933.33
K000210,2019 HON. PETER T.  KING,INTERN ALLOWANCES,OFFICE TOTALS:,933.33,933.33
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-46.88,171.33
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,419130,209890.57
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22245.43,14577.79
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,10,0
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,39561.55,20758.09
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,205.6,140.83
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11999.5,6085.69
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14052.32,9396.94
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6266.5,4877.25
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,533790.35,280470.38
K000362,2019 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,533790.35,280470.38
K000362,2019 HON. STEVE KING,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1907.22,1907.22
K000362,2019 HON. STEVE KING,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1907.22,1907.22
K000362,2019 HON. STEVE KING,INTERN ALLOWANCES,OFFICE TOTALS:,1907.22,1907.22
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2466.61,2179.09
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,485705.96,249360.92
T000467,2019 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22116.87,14811.21
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,39576.53,21566.11
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,331.4,121.75
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13850,7015
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2521.47,1477.31
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,720,360
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,564864.69,297238.37
K000378,2019 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,564864.69,297238.37
K000378,2019 HON. ADAM KINZINGER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4073.03,4073.03
K000378,2019 HON. ADAM KINZINGER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4073.03,4073.03
K000378,2019 HON. ADAM KINZINGER,INTERN ALLOWANCES,OFFICE TOTALS:,4073.03,4073.03
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,762.98,758.44
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,478643.15,250663.1
B000755,2019 HON. KEVIN BRADY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22074.12,13085.74
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35873.29,20504.59
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4090.36,3291.83
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24638.25,14351.25
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12804.51,9133.61
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,32632.09,29372.96
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,618389.07,352818.87
K000368,2019 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,618389.07,352818.87
K000368,2019 HON. ANN KIRKPATRICK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2372.22,2372.22
K000368,2019 HON. ANN KIRKPATRICK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2372.22,2372.22
K000368,2019 HON. ANN KIRKPATRICK,INTERN ALLOWANCES,OFFICE TOTALS:,2372.22,2372.22
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1194.95,919.87
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,453557.89,228458.3
G000571,2019 HON. TULSI GABBARD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22022.24,16749.25
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35990.81,19632.16
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5359.9,4198.03
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21084.88,10734.88
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9050.85,5027.23
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1050,525
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,551127.74,280521.76
K000391,2019 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,551127.74,280521.76
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1045.98,704.24
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,462272.43,226292.76
P000614,2019 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22021.32,17701.35
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46773.76,24526.51
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1224.47,652.4
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17262,10818
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7563.53,3764.73
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,838.02,419.01
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,564362.64,286543.11
K000382,2019 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,564362.64,286543.11
K000382,2019 HON. ANN M. KUSTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3233.34,3233.34
K000382,2019 HON. ANN M. KUSTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3233.34,3233.34
K000382,2019 HON. ANN M. KUSTER,INTERN ALLOWANCES,OFFICE TOTALS:,3233.34,3233.34
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2084.33,1415.12
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,428719.85,229602.75
B001309,2019 HON. TIM BURCHETT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21927.01,15492.73
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40428.13,22407.13
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6724.96,6364.71
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20574,10287
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15181.09,1942.5
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,990,495
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,541973.37,292183.77
K000392,2019 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,541973.37,292183.77
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16407.81,12170.13
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,452240.02,229700.01
A000377,2019 HON. KELLY ARMSTRONG,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21887.98,14988.96
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51302.53,26475.27
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3010.4,1615.94
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28942.38,21948.68
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15114.71,703.1
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,631.55,136.55
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,584648.51,302408.23
L000585,2019 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,584648.51,302408.23
L000585,2019 HON. DARIN LAHOOD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5233.35,5233.35
L000585,2019 HON. DARIN LAHOOD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5233.35,5233.35
L000585,2019 HON. DARIN LAHOOD,INTERN ALLOWANCES,OFFICE TOTALS:,5233.35,5233.35
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1467.48,1211.45
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,482166.91,246047.73
L000565,2019 HON. DAVID LOEBSACK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21838.04,19795.87
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44959,24666.41
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1766.45,897.3
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28005.91,12290.46
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5649.93,3444.02
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1254,627
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,594321.55,309835
L000578,2019 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,594321.55,309835
L000578,2019 HON. DOUG LAMALFA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,866.66,866.66
L000578,2019 HON. DOUG LAMALFA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,866.66,866.66
L000578,2019 HON. DOUG LAMALFA,INTERN ALLOWANCES,OFFICE TOTALS:,866.66,866.66
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,320.02,342.56
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,351194.47,189923.63
C001119,2019 HON. ANGIE CRAIG,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21822.85,10814.51
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37499.44,21912.26
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1833.49,1084.99
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21661.95,10974.95
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5093.86,3636.86
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8099.04,7208.04
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,447947.7,249661.08
M001155,2019 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,447947.7,249661.08
M001155,2019 HON. CONOR LAMB,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2708.33,2708.33
M001155,2019 HON. CONOR LAMB,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2708.33,2708.33
M001155,2019 HON. CONOR LAMB,INTERN ALLOWANCES,OFFICE TOTALS:,2708.33,2708.33
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,383.06,261.13
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,435729.83,220937.89
G000558,2019 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21807.1,15528.35
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36628.21,23844.09
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1177.44,703.57
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25069.62,14437.12
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7740.38,1211.69
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1699.52,897.26
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,541044.55,282880.02
L000564,2019 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,541044.55,282880.02
L000564,2019 HON. DOUG LAMBORN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5968.33,5968.33
L000564,2019 HON. DOUG LAMBORN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5968.33,5968.33
L000564,2019 HON. DOUG LAMBORN,INTERN ALLOWANCES,OFFICE TOTALS:,5968.33,5968.33
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,472.33,363.94
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,526863.99,273125.06
R000575,2019 HON. MIKE ROGERS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21567.27,15785.99
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59807.46,30704.96
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2775.97,181.07
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12997.9,7312.9
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11003.74,9783.27
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,984,492
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,627320.81,329853.91
L000559,2019 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,627320.81,329853.91
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,616.36,599.83
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,432805.66,221987.52
V000132,2019 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21528.78,11545.71
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43504.08,32133.19
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,678.34,76.15
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22374,11187
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5062,2487.62
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,600,300
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,523451.41,281562.11
L000560,2019 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,523451.41,281562.11
L000560,2019 HON. RICK LARSEN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2760,2760
L000560,2019 HON. RICK LARSEN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2760,2760
L000560,2019 HON. RICK LARSEN,INTERN ALLOWANCES,OFFICE TOTALS:,2760,2760
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1207.02,898.59
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,524592.25,268391.68
R000614,2019 HON. CHIP ROY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21438.23,13156.44
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43689.87,36618.59
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1545.5,742
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11549.13,11459.34
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10810.81,4944.47
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1440,720
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,597141.54,326064.04
L000557,2019 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,597141.54,326064.04
L000557,2019 HON. JOHN B. LARSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3929.9,3929.9
L000557,2019 HON. JOHN B. LARSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3929.9,3929.9
L000557,2019 HON. JOHN B. LARSON,INTERN ALLOWANCES,OFFICE TOTALS:,3929.9,3929.9
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4251.63,1880.79
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,444351.5,212592.99
G000377,2019 HON. KAY GRANGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21407.56,13322.46
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38619.97,19101.41
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1242.6,1072.7
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28143.73,16110
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18153.96,12167.8
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2242.8,1121.4
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,565150.53,285395.71
L000566,2019 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,565150.53,285395.71
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5712.97,5671.75
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,469118.54,238198.87
A000378,2019 HON. CYNTHIA AXNE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21140.13,21140.13
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,57234.65,29669.1
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15475.44,10435.29
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17294.28,5773.93
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26569.09,4981.57
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6478.9,3834.45
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,631280.65,322466.17
L000581,2019 HON. BRENDA L. LAWRENCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,631280.65,322466.17
L000581,2019 HON. BRENDA L. LAWRENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4400,4400
L000581,2019 HON. BRENDA L. LAWRENCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4400,4400
L000581,2019 HON. BRENDA L. LAWRENCE,INTERN ALLOWANCES,OFFICE TOTALS:,4400,4400
L000586,2019 HON. AL LAWSON  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,190.5,155.75
L000586,2019 HON. AL LAWSON  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,452783.22,228166.62
C001062,2019 HON. K. MICHAEL CONAWAY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21092.11,11432.71
