BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208048.25,208048.25
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13048.06,13048.06
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3743.37,3743.37
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7690.25,7690.25
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,125.85,125.85
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3177.28,3177.28
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3497.64,3497.64
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,239820.2,239820.2
H001066,2020 HON. STEVEN HORSFORD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,239820.2,239820.2
H001066,2020 HON. STEVEN HORSFORD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4248,4248
H001066,2020 HON. STEVEN HORSFORD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4248,4248
H001066,2020 HON. STEVEN HORSFORD,INTERN ALLOWANCES,OFFICE TOTALS:,4248,4248
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18833.18,18833.18
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235572,235572
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5940,5940
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4974.39,4974.39
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20041.26,20041.26
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,710,710
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6805.48,6805.48
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1809.9,1809.9
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,294686.21,294686.21
H001085,2020 HON. CHRISSY HOULAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,294686.21,294686.21
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22241.84,22241.84
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218995.94,218995.94
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,358.09,358.09
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21703.37,21703.37
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,271.83,271.83
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13628.7,13628.7
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2113.25,2113.25
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1068.53,1068.53
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,280381.55,280381.55
H000874,2020 HON. STENY H. HOYER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,280381.55,280381.55
H000874,2020 HON. STENY H. HOYER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1020,1020
H000874,2020 HON. STENY H. HOYER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1020,1020
H000874,2020 HON. STENY H. HOYER,INTERN ALLOWANCES,OFFICE TOTALS:,1020,1020
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,251.14,251.14
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220731.06,220731.06
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12061.28,12061.28
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14611.4,14611.4
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1928.86,1928.86
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2910.45,2910.45
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3861.71,3861.71
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5642.87,5642.87
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,261998.77,261998.77
H001067,2020 HON. RICHARD HUDSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,261998.77,261998.77
H001067,2020 HON. RICHARD HUDSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3122.22,3122.22
H001067,2020 HON. RICHARD HUDSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3122.22,3122.22
H001067,2020 HON. RICHARD HUDSON,INTERN ALLOWANCES,OFFICE TOTALS:,3122.22,3122.22
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,457.83,457.83
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265999.32,265999.32
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12149.29,12149.29
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28622.35,28622.35
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,119.85,119.85
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6735,6735
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,940.34,940.34
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,604.8,604.8
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,315628.78,315628.78
H001068,2020 HON. JARED HUFFMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,315628.78,315628.78
H001068,2020 HON. JARED HUFFMAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4961.76,4961.76
H001068,2020 HON. JARED HUFFMAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4961.76,4961.76
H001068,2020 HON. JARED HUFFMAN,INTERN ALLOWANCES,OFFICE TOTALS:,4961.76,4961.76
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1439.75,1439.75
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,251266.38,251266.38
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12404.81,12404.81
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13038.85,13038.85
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,451.48,451.48
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,690.85,690.85
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1360.59,1360.59
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,660,660
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,281312.71,281312.71
H001058,2020 HON. BILL HUIZENGA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,281312.71,281312.71
H001058,2020 HON. BILL HUIZENGA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1926.66,1926.66
H001058,2020 HON. BILL HUIZENGA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1926.66,1926.66
H001058,2020 HON. BILL HUIZENGA,INTERN ALLOWANCES,OFFICE TOTALS:,1926.66,1926.66
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3392.14,3392.14
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,299924.25,299924.25
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1802.22,1802.22
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20599.9,20599.9
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,644.5,644.5
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5739.87,5739.87
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1260.48,1260.48
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,583.74,583.74
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,333947.1,333947.1
H001048,2020 HON. DUNCAN HUNTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,333947.1,333947.1
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,274.95,274.95
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228516.42,228516.42
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4479.28,4479.28
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13037.64,13037.64
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,189.2,189.2
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7221.63,7221.63
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2567.84,2567.84
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,706.09,706.09
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,256993.05,256993.05
H001073,2020 HON. WILL HURD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,256993.05,256993.05
H001073,2020 HON. WILL HURD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6549.99,6549.99
H001073,2020 HON. WILL HURD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6549.99,6549.99
H001073,2020 HON. WILL HURD,INTERN ALLOWANCES,OFFICE TOTALS:,6549.99,6549.99
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-2.8,-2.8
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,183780.9,183780.9
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22068,22068
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43038.48,43038.48
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,392.27,392.27
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25945.83,25945.83
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9313.53,9313.53
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,392.88,392.88
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,284929.09,284929.09
J000032,2020 HON. SHEILA JACKSON LEE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,284929.09,284929.09
J000032,2020 HON. SHEILA JACKSON LEE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3333.33,3333.33
J000032,2020 HON. SHEILA JACKSON LEE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3333.33,3333.33
J000032,2020 HON. SHEILA JACKSON LEE,INTERN ALLOWANCES,OFFICE TOTALS:,3333.33,3333.33
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,76.41,76.41
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,284113.33,284113.33
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5664.9,5664.9
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18163.22,18163.22
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,277.51,277.51
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6535,6535
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2160.6,2160.6
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4784.52,4784.52
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,321775.49,321775.49
J000298,2020 HON. PRAMILA JAYAPAL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,321775.49,321775.49
J000298,2020 HON. PRAMILA JAYAPAL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4185,4185
J000298,2020 HON. PRAMILA JAYAPAL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4185,4185
J000298,2020 HON. PRAMILA JAYAPAL,INTERN ALLOWANCES,OFFICE TOTALS:,4185,4185
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18125.01,18125.01
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,248664.17,248664.17
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9355.54,9355.54
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,64756.92,64756.92
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23554.3,23554.3
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12215.97,12215.97
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18972.34,18972.34
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8179.35,8179.35
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,403823.6,403823.6
J000294,2020 HON. HAKEEM S. JEFFRIES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,403823.6,403823.6
J000294,2020 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6498.33,6498.33
J000294,2020 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6498.33,6498.33
J000294,2020 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,OFFICE TOTALS:,6498.33,6498.33
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,111.41,111.41
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223789.35,223789.35
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13538.2,13538.2
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20809.86,20809.86
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12.72,12.72
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1664.02,1664.02
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3577.22,3577.22
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,411,411
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,263913.78,263913.78
J000292,2020 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,263913.78,263913.78
J000292,2020 HON. BILL JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3476.67,3476.67
J000292,2020 HON. BILL JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3476.67,3476.67
J000292,2020 HON. BILL JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,3476.67,3476.67
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16193.4,16193.4
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,220999.28,220999.28
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10458.33,10458.33
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10842.18,10842.18
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18459.51,18459.51
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2818.52,2818.52
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,279771.22,279771.22
J000301,2020 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,279771.22,279771.22
J000301,2020 HON. DUSTY JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4906.66,4906.66
J000301,2020 HON. DUSTY JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4906.66,4906.66
J000301,2020 HON. DUSTY JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,4906.66,4906.66
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-76.89,-76.89
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,178937.26,178937.26
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11076.73,11076.73
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28063.71,28063.71
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,448.25,448.25
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1015.3,1015.3
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5300.08,5300.08
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,237.3,237.3
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,225001.74,225001.74
J000126,2020 HON. EDDIE BERNICE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,225001.74,225001.74
J000126,2020 HON. EDDIE BERNICE JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1799.98,1799.98
J000126,2020 HON. EDDIE BERNICE JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1799.98,1799.98
J000126,2020 HON. EDDIE BERNICE JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,1799.98,1799.98
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,850.46,850.46
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,255965.61,255965.61
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5398.81,5398.81
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36107.63,36107.63
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27202.66,27202.66
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15973.61,15973.61
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14095.23,14095.23
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6086.37,6086.37
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,361680.38,361680.38
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,361680.38,361680.38
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,PERSONNEL COMPENSATION,4720,4720
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4720,4720
J000288,"2020 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,OFFICE TOTALS:,4720,4720
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21931.77,21931.77
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246197.28,246197.28
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6316.06,6316.06
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4003.68,4003.68
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13483.27,13483.27
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9.49,9.49
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9179.32,9179.32
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1846.92,1846.92
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,302967.79,302967.79
J000299,2020 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,302967.79,302967.79
J000299,2020 HON. MIKE JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1805.96,1805.96
J000299,2020 HON. MIKE JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1805.96,1805.96
J000299,2020 HON. MIKE JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,1805.96,1805.96
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,446.35,446.35
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,261262.76,261262.76
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5400.98,5400.98
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3935.7,3935.7
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,248.39,248.39
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,400.7,400.7
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,836.82,836.82
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,128.41,128.41
J000289,2020 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272660.11,272660.11
