BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
J000299,2018 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14880,5580
J000299,2018 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5332.6,1611.4
J000299,2018 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2558.92,1293.64
J000299,2018 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,945474.15,353986.47
J000299,2018 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,945474.15,353986.47
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2087.32,1262.11
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,814497.69,277602.75
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,69622.54,18642.08
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45289.24,15486.16
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,727.06,272.75
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20781.01,5355
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8511.6,-57.24
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3528,1176
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,965044.46,319739.61
J000174,2018 HON. SAM JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,965044.46,319739.61
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3015.69,282.2
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,701934.7,224448.28
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10259.46,3712.92
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51218.81,14212.24
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,793.08,304.7
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26255,10330
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5682.57,860.11
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4501.58,2899.58
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,803660.89,257050.03
J000255,2018 HON. WALTER B. JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,803660.89,257050.03
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1662.49,821.05
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,651792.7,221777.88
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29879.66,10504.17
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,8.11,0
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36043.73,12657.82
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,875.33,465.92
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35402.45,11952.1
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5952.19,3070.16
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3082.63,587.61
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,764699.29,261836.71
J000289,2018 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,764699.29,261836.71
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1453.01,918.48
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,620345.93,202459.68
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27985.88,8510.22
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,66388.75,27173.46
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7307.57,699.59
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35358.93,12243.58
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10086.6,2468.15
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2046.96,1399.99
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,770973.63,255873.15
J000295,2018 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,770973.63,255873.15
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17907.58,16800.84
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,618158.4,213306.17
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,42053.67,14291.65
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,70650.17,23999.69
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,14200.93,10481.32
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25600,10230
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18467.31,8609.88
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8416,5416
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,815454.06,303135.55
K000009,2018 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,815454.06,303135.55
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,87970.38,47337.5
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,609092.36,215863.93
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33415.22,12132.18
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62227.17,24558.42
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,88713.66,52143.99
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31126,10601
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5619.32,1261.67
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3528,1176
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,921692.11,365074.69
K000386,2018 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,921692.11,365074.69
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1359.94,398.73
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,767101.9,248852.77
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25253.74,8598.64
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,87243.63,38890.51
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1412.69,149.26
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23796.38,9547.75
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9008.74,1889.58
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2705.05,463.2
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,917882.07,308790.44
K000375,2018 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,917882.07,308790.44
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11228.19,8562.31
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,674303.01,223129
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,58430.12,21297.71
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,83900.42,30722.47
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5315.71,4085.15
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35280.95,14811.95
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10579.96,2003
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2191.58,451.26
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,881229.94,305062.85
K000376,2018 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,881229.94,305062.85
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2201.67,596.15
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,807601.45,270766.64
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33716.83,15507.97
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77894.24,31493.15
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1609.81,484.27
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16379.3,6656.03
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8654.07,3352.65
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4721.6,-171.48
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,952778.97,328685.38
K000385,2018 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,952778.97,328685.38
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1208.97,421.65
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,807668.33,279606.29
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,49977.36,17273.9
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59453.13,22659.96
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1558.14,142
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17617.73,6778.88
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6964.83,1844.71
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2220,740
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,946668.49,329467.39
K000388,2018 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,946668.49,329467.39
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,829.83,195.09
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,795681.51,284218.02
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15599.91,3691.19
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62348.23,22925.78
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,480.31,78.65
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20882.93,6704.87
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11244.21,2125.07
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1399.5,466.5
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,908466.43,320405.17
K000379,2018 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,908466.43,320405.17
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1053.8,440.92
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,705533.42,244405.59
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19738.65,6768.8
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,55997.54,18102.38
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1599.47,1020.49
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15487.22,5531.27
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11651.05,5209.15
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4770.9,2432.9
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,815832.05,283911.5
K000389,2018 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,815832.05,283911.5
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,177.65,111.23
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,557586.13,164986.13
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44592.28,19164.37
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,52652.13,17805.56
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,828.65,266.65
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33467.55,11065.85
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2004.16,676.66
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8264.57,5889.98
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,699573.12,219966.43
K000390,2018 HON. RUBEN J. KIHUEN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,699573.12,219966.43
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1127.15,300.57
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,686731.66,252681.95
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,55304.85,30320.39
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,60651.67,23044.61
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2168.62,1242.43
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17380,5580
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8098.43,4217.92
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4658.94,1770.27
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,836121.32,319158.14
K000380,2018 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,836121.32,319158.14
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2101.5,875.36
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,686447.14,257964.8
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38675.48,13376
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69181.42,20151.05
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2262.38,396.78
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20925.5,5580
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9011.51,2553.2
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15246.24,12562.93
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,843851.17,313460.12
K000381,2018 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,843851.17,313460.12
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19361.83,840.44
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,731571.35,251926.65
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40796.22,16512.57
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,68170.23,28384.84
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9998.85,995.4
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14460,5280
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23507.39,2709.7
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3937.18,2166.79
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,911803.05,308816.39
K000188,2018 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,911803.05,308816.39
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,93750.99,59862.6
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,565898.25,180867.01
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11828.79,5399.64
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,81920.38,28151.86
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,77769.96,50883.4
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19365,7140
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16952.93,4090.51
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5892.72,2508.24
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,873379.02,338903.26
K000210,2018 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,873379.02,338903.26
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1052.69,293.57
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,698448.45,224753.12
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,64996.27,26035.42
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,10,0
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,55224.84,20540.41
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,562.35,135.85
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19166.45,6863.47
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13433.13,1602.44
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7316.2,1105.96
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,860210.38,281330.24
K000362,2018 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,860210.38,281330.24
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,27229.46,25218.4
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,698021.12,235133.35
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33862.8,12909.25
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,78454.63,39674.68
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,22462.75,19432.15
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18177.25,6055
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13692.91,10551.35
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1195,475
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,893095.92,349449.18
K000378,2018 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,893095.92,349449.18
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,110828.67,109603.09
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,607724.87,204944.41
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30264.09,14455.6
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,79088.96,25922.87
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,99995.62,98793.37
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28730,8355
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9305.67,1878.26
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2531.61,895.78
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,968469.49,464848.38
K000387,2018 HON. STEPHEN KNIGHT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,968469.49,464848.38
K000391,2018 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37754.02,37064.3
K000391,2018 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,610733.04,207516.65
K000391,2018 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27017.54,10036.12
